,latitude,longitude
333,51.411244,-0.299256
334,51.41123,-0.299198
335,51.520346,-0.093748
336,51.520346,-0.093748
337,51.503951,-0.125795
338,51.503504,-0.126214
339,51.502662,-0.126117
340,51.487719,-0.212706
341,51.511604,-0.103801
342,51.496843,-0.172744
343,51.606291,-0.340267
344,51.381777,-0.105973
345,51.508412,-0.076099
346,51.508312,-0.078417
347,51.506642,-0.081421
348,51.606338,-0.340187
349,51.606566,-0.340162
350,51.505641,-0.090175
351,51.505641,-0.090175
352,51.505641,-0.090175
353,51.505641,-0.090175
354,51.505641,-0.090175
355,51.510068,-0.07758
356,51.504951,-0.080713
357,51.606369,-0.340242
358,51.509748,-0.077451
359,51.503253,-0.132994
360,51.558123,-0.28294
361,51.558123,-0.28294
362,51.558123,-0.28294
363,51.558123,-0.28294
364,51.519492,-0.12697
365,51.505102,-0.088289
366,51.516247,-0.082881
367,51.488147,-0.391856
368,51.51182,-0.13116
369,51.51182,-0.13116
370,51.431359,-0.146985
371,51.510232,-0.147006
372,51.5268,-0.132825
373,51.491283,-0.200575
374,51.502979,0.003154
375,51.470691,-0.453486
376,51.507411,-0.302684
377,51.504061,-0.124003
378,51.50885,-0.092312
379,51.512424,-0.115011
380,51.51098,-0.111378
381,51.54147,-0.145204
382,51.51738,-0.140239
383,51.508522,-0.13857
384,51.432567,-0.509533
385,51.509297,-0.140059
386,51.48915,-0.28992
387,51.489016,-0.289712
388,51.489186,-0.289862
389,51.489044,-0.290275
390,51.638955,-0.451748
391,51.513445,-0.086062
392,51.488938,-0.290245
393,51.511125,-0.131828
394,51.519712,-0.05801
395,51.519712,-0.05801
396,51.560052,-0.087456
397,51.434166,0.093888
398,51.496666,-0.169723
399,51.374747,-0.109519
400,51.473877,-0.417398
401,51.473866,-0.417473
402,51.514238,-0.15215
403,51.51483,-0.14655
404,51.473897,-0.417414
405,51.473955,-0.41732
406,51.473938,-0.417442
407,51.474083,-0.417387
408,51.496388,-0.173334
409,51.474322,-0.417551
410,51.473669,-0.417464
411,51.473669,-0.417464
412,51.474055,-0.417339
413,51.495802,-0.144242
414,51.514835,-0.145922
415,51.505744,-0.019429
416,51.51638,-0.13272
417,51.391136,-0.099359
418,51.389972,-0.101175
419,51.390058,-0.101109
420,51.38988,-0.101
421,51.568487,-0.071432
422,51.456331,-0.190443
423,51.456331,-0.190443
424,51.456331,-0.190443
425,51.515052,-0.08288
426,51.527888,-0.080071
427,51.518294,-0.080159
428,51.518922,-0.07167
429,51.520277,-0.071678
430,51.522,-0.071623
431,51.462097,-0.499778
432,51.511168,-0.083625
433,51.615146,-0.101323
434,51.510983,-0.135981
435,51.539275,-0.142307
436,51.539275,-0.142307
437,51.539275,-0.142307
438,51.503947,-0.135591
439,51.580436,-0.06478
440,51.594155,-0.237137
441,51.596244,-0.237898
442,51.460098,-0.427308
443,51.459122,0.022747
444,51.501402,-0.119045
445,51.488147,-0.391856
446,51.418816,-0.082564
447,51.517986,-0.188778
448,51.427405,-0.168559
449,51.357468,0.256751
450,51.358363,0.263521
451,51.494142,-0.174107
452,51.500929,-0.114476
453,51.358337,0.264487
454,51.510124,-0.08598
455,51.481686,-0.289506
456,51.52588,-0.087967
457,51.374204,-0.296094
458,51.374204,-0.296094
459,51.511373,-0.133616
460,51.529938,-0.014459
461,51.509036,-0.128703
462,51.593711,-0.125445
463,51.513843,-0.098619
464,51.518788,-0.13417
465,51.497325,-0.176981
466,51.514037,-0.093437
467,51.513411,-0.099825
468,51.426099,-0.051573
469,51.332305,-0.268414
470,51.588429,-0.060628
471,51.504447,-0.08642
472,51.497325,-0.176848
473,51.504291,-0.187195
474,51.507613,-0.099698
475,51.50758,-0.099764
476,51.352915,-0.463829
477,51.527206,-0.159945
478,51.323894,0.026993
479,51.508019,-0.1278
480,51.52841,-0.134024
481,51.469454,-0.32224
482,51.496855,-0.168748
483,51.517819,-0.140189
484,51.510445,-0.131868
485,51.514556,-0.140697
486,51.510552,-0.1319
487,51.510532,-0.131921
488,51.510532,-0.131921
489,51.510552,-0.1319
490,51.493428,-0.125194
491,51.5181,-0.140239
492,51.51584,-0.136932
493,51.522461,-0.136112
494,51.539342,0.051712
495,51.505555,-0.1875
496,51.505555,-0.1875
497,51.487469,-0.193408
498,51.416893,-0.071829
499,51.39,0.071388
500,51.530299,-0.125346
501,51.518033,-0.091582
502,51.399801,0.02002
503,51.461208,-0.219408
504,51.531521,-0.12417
505,51.473991,-0.03635
506,51.495311,-0.130081
507,51.507244,-0.162778
508,51.507326,0.061969
509,51.53138,-0.123317
510,51.539275,-0.142307
511,51.440686,-0.185325
512,51.440686,-0.185323
513,51.44065,-0.185284
514,51.539275,-0.142307
515,51.539275,-0.142307
516,51.539275,-0.142307
517,51.523528,-0.146512
518,51.547369,-0.054502
519,51.563358,-0.27925
520,51.440677,-0.185306
521,51.511537,-0.109981
522,51.511537,-0.109981
523,51.440719,-0.185384
524,51.440697,-0.185289
525,51.376119,-0.107223
526,51.506072,-0.166462
527,51.506072,-0.166462
528,51.506122,-0.165178
529,51.506205,-0.163987
530,51.506213,-0.164495
531,51.507905,-0.07656
532,51.467189,-0.362559
533,51.440577,-0.185331
534,51.514502,-0.136992
535,51.651388,-0.405556
536,51.403163,-0.033014
537,51.440705,-0.185267
538,51.440594,-0.185195
539,51.513688,-0.141206
540,51.440675,-0.185387
541,51.513813,-0.141367
542,51.510605,-0.138509
543,51.513547,-0.141153
544,51.511022,-0.139289
545,51.44068,-0.185303
546,51.440691,-0.185248
547,51.511536,-0.139098
548,51.511536,-0.139098
549,51.504746,-0.019655
550,51.513669,-0.141253
551,51.535277,-0.103056
552,51.456422,-0.264359
553,51.577322,-0.09804
554,51.384222,-0.291867
555,51.508542,-0.141298
556,51.499446,-0.133663
557,51.502805,0.003411
558,51.450388,-0.032398
559,51.414741,-0.078362
560,51.599547,-0.127426
561,51.518719,-0.2829
562,51.518661,-0.282925
563,51.511102,-0.130509
564,51.518647,-0.282939
565,51.51873,-0.283034
566,51.50767,-0.099542
567,51.587641,-0.089292
568,51.330605,-0.420831
569,51.513266,-0.098303
570,51.513408,-0.09815
571,51.504709,-0.117588
572,51.516888,-0.148326
573,51.528543,-0.133938
574,51.492925,-0.140717
575,51.586872,-0.056744
576,51.504007,-0.126246
577,51.470383,-0.035598
578,51.456681,0.118017
579,51.500955,-0.121536
580,51.390277,0.071388
581,51.295564,-0.366346
582,51.501111,-0.1775
583,51.509483,-0.127329
584,51.59175,-0.135714
585,51.488459,-0.135261
586,51.488459,-0.135261
587,51.488459,-0.135261
588,51.488459,-0.135261
589,51.597307,-0.239939
590,51.469877,-0.487387
591,51.59852,-0.238308
592,51.498625,-0.203206
593,51.481235,0.036306
594,51.502516,-0.119517
595,51.503869,-0.119531
596,51.507194,-0.076578
597,51.496097,-0.176362
598,51.515044,-0.204534
599,51.469561,-0.458714
600,51.508086,-0.076125
601,51.447672,0.146886
602,51.447802,0.146858
603,51.447802,0.146938
604,51.447677,0.146886
605,51.447649,0.146936
606,51.502732,0.043902
607,51.447713,0.146952
608,51.447727,0.146947
609,51.447669,0.146958
610,51.447708,0.146902
611,51.447711,0.146908
612,51.447666,0.146947
613,51.507375,-0.075284
614,51.447705,0.146919
615,51.447711,0.146911
616,51.447705,0.146922
617,51.447713,0.146952
618,51.4477,0.146922
619,51.447694,0.146863
620,51.447711,0.146863
621,51.447716,0.146863
622,51.447697,0.146905
623,51.44768,0.146863
624,51.447722,0.146911
625,51.447672,0.146888
626,51.447677,0.146908
627,51.447677,0.146908
628,51.447711,0.146911
629,51.447697,0.14688
630,51.447697,0.146927
631,51.447691,0.146905
632,51.507453,0.024729
633,51.499722,0.0025
634,51.507473,0.024665
635,51.51869,-0.016694
636,51.476875,-0.29502
637,51.50748,0.02474
638,51.542158,-0.029611
639,51.506645,-0.116987
640,51.508611,-0.175834
641,51.623433,0.318975
642,51.541661,-0.142578
643,51.536732,-0.020964
644,51.530432,-0.014805
645,51.51885,-0.134089
646,51.514636,-0.122764
647,51.517041,-0.117502
648,51.507483,-0.100128
649,51.509922,-0.076114
650,51.508236,0.030286
651,51.517843,-0.09658
652,51.531388,-0.123056
653,51.508205,0.034555
654,51.508254,0.028656
655,51.507819,0.025283
656,51.508248,0.027766
657,51.507611,-0.099623
658,51.410235,-0.004688
659,51.503179,-0.126246
660,51.508075,0.029847
661,51.507663,-0.099512
662,51.50765,-0.099434
663,51.51195,-0.129484
664,51.526286,-0.079
665,51.507493,0.025159
666,51.5097,-0.222831
667,51.495772,-0.324106
668,51.659611,-0.133938
669,51.508002,0.024911
670,51.501308,-0.129453
671,51.570064,-0.169819
672,51.508269,-0.07862
673,51.507941,0.024688
674,51.481062,-0.292532
675,51.481062,-0.292532
676,51.516922,-0.082767
677,51.498797,-0.127512
678,51.362222,-0.098612
679,51.499802,-0.127328
680,51.507727,-0.099456
681,51.516286,-0.132868
682,51.515474,-0.140559
683,51.515474,-0.140559
684,51.494089,-0.098372
685,51.479826,-0.293229
686,51.471888,-0.269064
687,51.491177,-0.127984
688,51.510327,-0.087098
689,51.52293,-0.1378
690,51.513288,-0.088748
691,51.521375,-0.086967
692,51.512713,-0.159364
693,51.51273,-0.159423
694,51.440533,-0.062617
695,51.512708,-0.159439
696,51.472288,-0.013748
697,51.536806,-0.037121
698,51.508228,-0.116536
699,51.498505,0.007166
700,51.506318,-0.019097
701,51.519794,-0.153664
702,51.497179,-0.238909
703,51.469454,-0.32224
704,51.497758,-0.125928
705,51.439013,-0.034117
706,51.481813,-0.009995
707,51.517877,-0.113695
708,51.417891,-0.082098
709,51.5259,-0.055682
710,51.503193,-0.119605
711,51.496267,-0.176317
712,51.507166,-0.127791
713,51.604055,-0.099289
714,51.604055,-0.099259
715,51.604047,-0.099292
716,51.604047,-0.099284
717,51.604027,-0.099256
718,51.604041,-0.09927
719,51.604047,-0.099295
720,51.604072,-0.099242
721,51.604038,-0.099212
722,51.604058,-0.099253
723,51.604091,-0.099289
724,51.604061,-0.099339
725,51.604022,-0.099212
726,51.60405,-0.099248
727,51.604019,-0.099231
728,51.604036,-0.099284
729,51.604025,-0.099248
730,51.604038,-0.099253
731,51.604027,-0.099256
732,51.604036,-0.09922
733,51.604027,-0.099289
734,51.604036,-0.099284
735,51.604027,-0.099256
736,51.604041,-0.099212
737,51.604038,-0.099262
738,51.604044,-0.099264
739,51.604044,-0.099264
740,51.604047,-0.099192
741,51.604038,-0.099217
742,51.604041,-0.099214
743,51.604047,-0.099178
744,51.604019,-0.099223
745,51.604033,-0.099214
746,51.604052,-0.099203
747,51.60403,-0.099217
748,51.604063,-0.099203
749,51.604061,-0.099228
750,51.60405,-0.09917
751,51.604063,-0.099228
752,51.604061,-0.099212
753,51.604075,-0.099203
754,51.604066,-0.099223
755,51.604041,-0.099181
756,51.604044,-0.099195
757,51.604016,-0.099214
758,51.604016,-0.099206
759,51.604086,-0.099228
760,51.604002,-0.099212
761,51.604016,-0.099203
762,51.60403,-0.099239
763,51.604038,-0.099242
764,51.604038,-0.099184
765,51.604033,-0.099223
766,51.604033,-0.0992
767,51.604055,-0.099203
768,51.597419,-0.009712
769,51.604061,-0.099234
770,51.604055,-0.099203
771,51.604063,-0.099203
772,51.564906,-0.134979
773,51.506855,-0.186014
774,51.518972,-0.127128
775,51.475469,-0.396409
776,51.505537,-0.079768
777,51.651072,-0.503815
778,51.475469,-0.396409
779,51.475469,-0.396409
780,51.475469,-0.396409
781,51.475469,-0.396409
782,51.46793,0.028367
783,51.475469,-0.396409
784,51.525732,-0.08323
785,51.525732,-0.08323
786,51.518972,-0.127128
787,51.518972,-0.127128
788,51.411275,-0.299325
789,51.5146,-0.140445
790,51.5064,-0.07365
791,51.50535,-0.07945
792,51.50475,-0.07755
793,51.471303,-0.475863
794,51.50425,-0.07595
795,51.518805,-0.293723
796,51.519344,-0.293259
797,51.548741,-0.076381
798,51.541969,-0.313006
799,51.520058,-0.099887
800,51.500675,-0.126836
801,51.50698,-0.142717
802,51.461614,-0.478742
803,51.507253,-0.141899
804,51.500675,-0.126836
805,51.509472,-0.140025
806,51.481663,-0.18747
807,51.50733,-0.050262
808,51.312407,-0.475341
809,51.498888,-0.361389
810,51.357538,0.260361
811,51.500675,-0.126836
812,51.357786,0.264475
813,51.494577,-0.123016
814,51.448163,0.177862
815,51.512974,-0.114621
816,51.49785,-0.126089
817,51.516625,-0.124301
818,51.476783,-0.294934
819,51.517066,-0.206181
820,51.491444,0.270441
821,51.49988,-0.12897
822,51.522175,-0.209791
823,51.504172,-0.07585
824,51.504219,-0.074595
825,51.561236,-0.113334
826,51.46752,-0.463871
827,51.51355,-0.097787
828,51.489707,0.067924
829,51.439105,-0.034181
830,51.439102,-0.034278
831,51.516722,-0.082306
832,51.352915,-0.463829
833,51.513613,-0.081598
834,51.51843,-0.116096
835,51.51843,-0.116096
836,51.51843,-0.116096
837,51.512033,-0.113023
838,51.511066,-0.119164
839,51.503044,-0.123448
840,51.501686,-0.123817
841,51.503172,-0.125845
842,51.501194,-0.127745
843,51.567567,0.065392
844,51.500563,-0.133889
845,51.56694,0.065832
846,51.49207,-0.193344
847,51.521411,-0.13767
848,51.531667,0.162692
849,51.47577,-0.418188
850,51.511173,-0.117319
851,51.511786,-0.147806
852,51.507308,-0.092753
853,51.506169,-0.07535
854,51.389166,0.067777
855,51.5144,-0.1564
856,51.544166,-0.142223
857,51.509129,-0.139635
858,51.504769,-0.086837
859,51.50715,-0.0765
860,51.5077,-0.0784
861,51.50715,-0.0765
862,51.5082,-0.07675
863,51.5061,-0.08845
864,51.518938,-0.145989
865,51.50085,-0.12645
866,51.49975,-0.12995
867,51.49975,-0.12965
868,51.502431,0.004965
869,51.502431,0.004965
870,51.502431,0.004965
871,51.50248,0.004727
872,51.560277,-0.279167
873,51.491666,0.084444
874,51.558566,0.071325
875,51.558008,0.071816
876,51.513211,-0.139128
877,51.516669,-0.174039
878,51.50818,-0.113587
879,51.356082,0.262384
880,51.495925,-0.173325
881,51.357964,0.263972
882,51.357964,0.263972
883,51.463302,-0.114726
884,51.358259,0.264487
885,51.356765,0.264433
886,51.660734,-0.271021
887,51.358534,0.2635
888,51.509297,-0.098537
889,51.444855,-0.230714
890,51.508288,-0.128188
891,51.518658,-0.143478
892,51.604019,-0.181812
893,51.502217,-0.082762
894,51.519011,-0.072059
895,51.409244,-0.30339
896,51.411175,-0.332934
897,51.512147,-0.125578
898,51.479231,-0.003669
899,51.491236,-0.137487
900,51.495369,-0.140895
901,51.496125,-0.145312
902,51.478068,-0.295772
903,51.496614,-0.172326
904,51.494784,-0.144689
905,51.490794,-0.127448
906,51.511874,-0.117813
907,51.569107,-0.111687
908,51.541811,-0.003905
909,51.527787,-0.080039
910,51.527787,-0.080039
911,51.527787,-0.080039
912,51.294106,0.307391
913,51.507377,-0.127653
914,51.500794,-0.122945
915,51.658553,-0.504019
916,51.494368,-0.121319
917,51.513446,-0.15827
918,51.413997,-0.329559
919,51.494368,-0.121319
920,51.501423,-0.119969
921,51.525078,-0.082753
922,51.49565,-0.175917
923,51.48642,-0.037014
924,51.496019,-0.266482
925,51.476952,-0.426524
926,51.523823,-0.086616
927,51.495986,-0.254542
928,51.507777,-0.336389
929,51.509683,-0.085659
930,51.500494,-0.141609
931,51.500494,-0.141609
932,51.515086,-0.098
933,51.500494,-0.141609
934,51.514525,-0.101064
935,51.480208,-0.124256
936,51.500494,-0.141609
937,51.513402,-0.102778
938,51.55523,-0.16576
939,51.50762,-0.137361
940,51.50762,-0.137361
941,51.512958,-0.088553
942,51.51555,-0.084289
943,51.514375,-0.082403
944,51.524084,-0.075069
945,51.513452,-0.088798
946,51.513288,-0.089731
947,51.51298,-0.098289
948,51.496929,-0.17222
949,51.515619,-0.325233
950,51.519641,-0.099684
951,51.492172,-0.125916
952,51.499233,-0.129003
953,51.499083,-0.126981
954,51.499469,-0.129714
955,51.479014,-0.292468
956,51.522981,-0.183634
957,51.496647,-0.177253
958,51.496955,-0.174303
959,51.50768,-0.099316
960,51.507819,-0.076617
961,51.541357,-0.00015
962,51.504198,-0.07375
963,51.575872,-0.14157
964,51.50758,-0.127415
965,51.505211,-0.187239
966,51.486407,0.074286
967,51.500491,-0.119173
968,51.500488,-0.119187
969,51.503708,-0.141034
970,51.50185,-0.140806
971,51.513474,-0.079775
972,51.506131,-0.377504
973,51.471332,-0.366271
974,51.511222,-0.083742
975,51.563194,-0.107973
976,51.558202,0.074433
977,51.548289,-0.057291
978,51.521014,-0.169483
979,51.457844,-0.174322
980,51.438459,0.269761
981,51.601841,-0.292717
982,51.500927,-0.123453
983,51.50085,-0.12622
984,51.467189,-0.36361
985,51.467095,-0.364061
986,51.467095,-0.364061
987,51.525731,-0.082904
988,51.496036,-0.143806
989,51.501072,-0.126298
990,51.403917,-0.055747
991,51.532948,-0.123081
992,51.419686,-0.091659
993,51.419691,-0.091692
994,51.506613,-0.142539
995,51.493067,-0.183956
996,51.519345,-0.127093
997,51.43163,-0.034528
998,51.496701,-0.143927
999,51.519345,-0.127093
1000,51.525872,-0.086309
1001,51.508186,-0.087363
1002,51.506458,-0.083835
1003,51.504288,-0.280762
1004,51.403532,-0.335952
1005,51.487342,-0.154312
1006,51.478055,-0.372223
1007,51.506958,-0.152534
1008,51.476222,-0.426081
1009,51.515386,-0.157469
1010,51.515386,-0.157469
1011,51.515386,-0.157469
1012,51.515386,-0.157469
1013,51.515386,-0.157469
1014,51.352915,-0.463829
1015,51.515277,-0.141945
1016,51.515386,-0.157469
1017,51.515386,-0.157469
1018,51.507584,-0.099316
1019,51.463619,-0.428662
1020,51.507584,-0.099316
1021,51.507584,-0.099316
1022,51.507584,-0.099316
1023,51.506716,-0.252826
1024,51.507983,-0.076925
1025,51.523635,-0.146706
1026,51.509469,-0.139898
1027,51.507325,-0.100092
1028,51.501968,-0.126707
1029,51.52707,-0.146749
1030,51.52707,-0.146749
1031,51.526805,-0.146512
1032,51.52707,-0.146749
1033,51.52707,-0.146749
1034,51.52707,-0.146749
1035,51.52707,-0.146749
1036,51.534727,-0.173978
1037,51.52707,-0.146749
1038,51.52707,-0.146749
1039,51.501968,-0.126707
1040,51.352915,-0.463829
1041,51.501968,-0.126707
1042,51.514518,-0.133724
1043,51.507584,-0.099316
1044,51.507744,-0.09377
1045,51.370416,-0.402212
1046,51.509002,-0.139678
1047,51.461455,-0.480353
1048,51.523904,-0.059545
1049,51.472952,-0.489653
1050,51.442145,-0.268864
1051,51.465578,-0.11498
1052,51.647583,-0.131834
1053,51.634911,-0.125614
1054,51.651516,-0.149117
1055,51.570144,-0.196634
1056,51.570144,-0.196634
1057,51.531521,-0.12417
1058,51.496388,-0.176945
1059,51.519325,-0.175914
1060,51.48938,-0.12545
1061,51.476117,-0.425012
1062,51.463653,-0.428498
1063,51.518069,-0.142614
1064,51.463653,-0.428498
1065,51.463653,-0.428498
1066,51.463653,-0.428498
1067,51.506538,-0.116452
1068,51.506538,-0.116452
1069,51.506538,-0.116452
1070,51.506538,-0.116452
1071,51.506538,-0.116452
1072,51.508928,-0.125905
1073,51.507734,-0.14718
1074,51.507734,-0.14718
1075,51.507734,-0.14718
1076,51.595191,-0.108769
